record_type,source_index,task,event,phase,start,end,start_exact_decimal,end_exact_decimal,parameter_start,parameter_end,mode,relay,endpoint_semantics
interval,279,Q3-H1-2,1,爬升,2523.9990812094743,2540.5525056102597,2523.9990812094743,2540.552505610259700000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0.1292316935629089586851323609987041785843921378027471189852928036126852245527681372087965616470173916,direct,,open; exact instants in boundary supplement
interval,280,Q3-H1-2,1,爬升,2540.5525056102597,2652.0901395590836,2540.552505610259700000000000000000000000000000000000000000000000000000000000000000000000000000000000,2652.0901395590836,0.1292316935629089586851323609987041785843921378027471189852928036126852245527681372087965616470173916,1,direct,,open; exact instants in boundary supplement
interval,281,Q3-H1-2,2,巡航,2652.0901395590836,2744.1901100270516,2652.0901395590836,2744.190110027051600000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0.3046495388356119672383563026337180032909128701064809315418707508470493106553946209200766766552358023,direct,,open; exact instants in boundary supplement
interval,282,Q3-H1-2,2,巡航,2744.1901100270516,2906.100951871826,2744.190110027051600000000000000000000000000000000000000000000000000000000000000000000000000000000000,2906.100951871826000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.3046495388356119672383563026337180032909128701064809315418707508470493106553946209200766766552358023,0.8402204304424842250889584028498997868389841623394665230594606452451544021050262983665423956066301264,direct,,open; exact instants in boundary supplement
interval,283,Q3-H1-2,2,巡航,2906.100951871826,2906.9092003399724,2906.100951871826000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2906.909200339972514250319750663216452981782626379742478048262427322127296785253845587628297613866161,0.8402204304424842250889584028498997868389841623394665230594606452451544021050262983665423956066301264,0.8428939657523686517968023872462870937167534518442001290740749755608678399137615278318975180375867582,direct,,open; exact instants in boundary supplement
interval,284,Q3-H1-2,2,巡航,2906.9092003399724,2914.4180303205717,2906.909200339972514250319750663216452981782626379742478048262427322127296785253845587628297613866161,2914.418030320571700000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.8428939657523686517968023872462870937167534518442001290740749755608678399137615278318975180375867582,0.8677317760053063965660605689608437694216948231572336431412523745115855705798762139387913565587631818,direct,,open; exact instants in boundary supplement
interval,285,Q3-H1-2,2,巡航,2914.4180303205717,2914.7228086658943,2914.418030320571700000000000000000000000000000000000000000000000000000000000000000000000000000000000,2914.722808665894362586181143929062088447406125770082265346858420785291477468709879255766954333294287,0.8677317760053063965660605689608437694216948231572336431412523745115855705798762139387913565587631818,0.8687399259740615234780269097141715994016378742118552139776520374438518798562735834374529556388501338,direct,,open; exact instants in boundary supplement
interval,286,Q3-H1-2,2,巡航,2914.7228086658943,2947.4298266160986,2914.722808665894362586181143929062088447406125770082265346858420785291477468709879255766954333294287,2947.429826616098600000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.8687399259740615234780269097141715994016378742118552139776520374438518798562735834374529556388501338,0.9769286461722216806630945229392302475455628104520467813457715251010861358974324509268217222632408323,relay,R-004,open; exact instants in boundary supplement
interval,287,Q3-H1-2,2,巡航,2947.4298266160986,2948.7979129871583,2947.429826616098600000000000000000000000000000000000000000000000000000000000000000000000000000000000,2948.797912987158300000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.9769286461722216806630945229392302475455628104520467813457715251010861358974324509268217222632408323,0.9814540209352416137009757272072455300449196320653287865715584703106162733717960140067079323576386977,relay,R-002,open; exact instants in boundary supplement
interval,288,Q3-H1-2,2,巡航,2948.7979129871583,2954.4046312204837,2948.797912987158300000000000000000000000000000000000000000000000000000000000000000000000000000000000,2954.4046312204837,0.9814540209352416137009757272072455300449196320653287865715584703106162733717960140067079323576386977,1,relay,R-002,open; exact instants in boundary supplement
interval,289,Q3-H1-2,3,下降,2954.4046312204837,2980.3717291093353,2954.4046312204837,2980.371729109335300000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0.3971155799888179891374288045846074866567046213524314467645724701286175195743419775130943430718602679,relay,R-002,open; exact instants in boundary supplement
interval,290,Q3-H1-2,3,下降,2980.3717291093353,3019.793901240015,2980.371729109335300000000000000000000000000000000000000000000000000000000000000000000000000000000000,3019.7939012400150,0.3971155799888179891374288045846074866567046213524314467645724701286175195743419775130943430718602679,1,relay,R-002,open; exact instants in boundary supplement
interval,291,Q3-H1-2,4,交接,3019.793901240015,3229.793901240015,3019.793901240015,3229.793901240015,0,1,relay,R-002,open; exact instants in boundary supplement
interval,292,Q3-H1-2,5,爬升,3229.793901240015,3262.645711348915,3229.7939012400150,3262.645711348915000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0.6028844200111845703869021376106020630176139540039246913919250790165540536036966641615409765240624217,relay,R-002,open; exact instants in boundary supplement
interval,293,Q3-H1-2,5,爬升,3262.645711348915,3284.2849595896246,3262.645711348915000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3284.2849595896246,0.6028844200111845703869021376106020630176139540039246913919250790165540536036966641615409765240624217,1,relay,R-002,open; exact instants in boundary supplement
interval,294,Q3-H1-2,6,巡航,3284.2849595896246,3289.89167782295,3284.2849595896246,3289.891677822950000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0.01854597906475838629902427279275446995508036793467121342844152968938372662820398599329206764236130226,relay,R-002,open; exact instants in boundary supplement
interval,295,Q3-H1-2,6,巡航,3289.89167782295,3323.966782144214,3289.891677822950000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3323.966782144213937413818856070937911552593874229917734653141579214708522531290120744233045666705713,0.01854597906475838629902427279275446995508036793467121342844152968938372662820398599329206764236130226,0.1312600740259384765219730902858284005983621257881447860223479625561481201437264165625470443611498662,relay,R-002,open; exact instants in boundary supplement
interval,296,Q3-H1-2,6,巡航,3323.966782144214,3324.2715604895366,3323.966782144213937413818856070937911552593874229917734653141579214708522531290120744233045666705713,3324.271560489536600000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.1312600740259384765219730902858284005983621257881447860223479625561481201437264165625470443611498662,0.1322682239946936034339394310391562305783051768427663568587476254884144294201237860612086434412368182,direct,,open; exact instants in boundary supplement
interval,297,Q3-H1-2,6,巡航,3324.2715604895366,3331.780390470136,3324.271560489536600000000000000000000000000000000000000000000000000000000000000000000000000000000000,3331.780390470135785749680249336783547018217373620257521951737572677872703214746154412371702386133839,0.1322682239946936034339394310391562305783051768427663568587476254884144294201237860612086434412368182,0.1571060342476313482031976127537129062832465481557998709259250244391321600862384721681024819624132418,direct,,open; exact instants in boundary supplement
interval,298,Q3-H1-2,6,巡航,3331.780390470136,3332.588638938282,3331.780390470135785749680249336783547018217373620257521951737572677872703214746154412371702386133839,3332.588638938282000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.1571060342476313482031976127537129062832465481557998709259250244391321600862384721681024819624132418,0.1597795695575147825669486913835760483741868108059299278322614880500368359039621151651505406452974691,direct,,open; exact instants in boundary supplement
interval,299,Q3-H1-2,6,巡航,3332.588638938282,3494.4994807830567,3332.588638938282000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3494.499480783056700000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.1597795695575147825669486913835760483741868108059299278322614880500368359039621151651505406452974691,0.6953504611643880327616436973662819967090871298935190684581292491529506893446053790799233233447641977,direct,,open; exact instants in boundary supplement
interval,300,Q3-H1-2,6,巡航,3494.4994807830567,3586.5994512510247,3494.499480783056700000000000000000000000000000000000000000000000000000000000000000000000000000000000,3586.5994512510247,0.6953504611643880327616436973662819967090871298935190684581292491529506893446053790799233233447641977,1,direct,,open; exact instants in boundary supplement
interval,301,Q3-H1-2,7,下降,3586.5994512510247,3720.4446119896133,3586.5994512510247,3720.444611989613300000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0.8707683064370897277469684775710380679969190158962551551043438804251072714628929169260695829967955554,direct,,open; exact instants in boundary supplement
interval,302,Q3-H1-2,7,下降,3720.4446119896133,3739.498505206103,3720.444611989613300000000000000000000000000000000000000000000000000000000000000000000000000000000000,3739.498505206103000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.8707683064370897277469684775710380679969190158962551551043438804251072714628929169260695829967955554,0.9947289056518839190703420789875680741484889731984519692128462717551982103126746825023634356837527693,direct,,open; exact instants in boundary supplement
interval,303,Q3-H1-2,7,下降,3739.498505206103,3740.308721270556,3739.498505206103000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3740.3087212705560,0.9947289056518839190703420789875680741484889731984519692128462717551982103126746825023634356837527693,1,direct,,open; exact instants in boundary supplement
interval,304,Q3-H2-1,1,爬升,2831.8139264867627,2848.3673508875486,2831.8139264867627,2848.367350887548600000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0.1829230131136186279462503944540980409891752225594641945316850673211189074360343480241647052359068235,direct,,open; exact instants in boundary supplement
interval,305,Q3-H2-1,1,爬升,2848.3673508875486,2922.3078677302524,2848.367350887548600000000000000000000000000000000000000000000000000000000000000000000000000000000000,2922.3078677302524,0.1829230131136186279462503944540980409891752225594641945316850673211189074360343480241647052359068235,1,direct,,open; exact instants in boundary supplement
interval,306,Q3-H2-1,2,巡航,2922.3078677302524,2947.4298266160986,2922.3078677302524,2947.429826616098600000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0.06216336026962796481275708698028336810414138495070221349313243038036217526847722112335229022363444347,direct,,open; exact instants in boundary supplement
interval,307,Q3-H2-1,2,巡航,2947.4298266160986,3119.0868173906115,2947.429826616098600000000000000000000000000000000000000000000000000000000000000000000000000000000000,3119.086817390611500000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.06216336026962796481275708698028336810414138495070221349313243038036217526847722112335229022363444347,0.4869222498452414997522418797548054460159264214879090900195304481894744702037366956203955727727754128,direct,,open; exact instants in boundary supplement
interval,308,Q3-H2-1,2,巡航,3119.0868173906115,3124.0722937699225,3119.086817390611500000000000000000000000000000000000000000000000000000000000000000000000000000000000,3124.072293769922291776525425590326944990626879803421325381117774368823366210341897508245988499959637,0.4869222498452414997522418797548054460159264214879090900195304481894744702037366956203955727727754128,0.4992586271831338791729363586857249134685352460893103737431116880280006187186086494181685226603569139,direct,,open; exact instants in boundary supplement
interval,309,Q3-H2-1,2,巡航,3124.0722937699225,3237.777329444509,3124.072293769922291776525425590326944990626879803421325381117774368823366210341897508245988499959637,3237.777329444509000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.4992586271831338791729363586857249134685352460893103737431116880280006187186086494181685226603569139,0.7806175422752420652444550694944649996274891934693662341312030981962157378259953933954554095707843681,direct,,open; exact instants in boundary supplement
interval,310,Q3-H2-1,2,巡航,3237.777329444509,3250.9523306111973,3237.777329444509000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3250.952330611197300000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.7806175422752420652444550694944649996274891934693662341312030981962157378259953933954554095707843681,0.8132185965082796948487067714870701716872975582828502918751818009596270057931624538087095791929420750,direct,,open; exact instants in boundary supplement
interval,311,Q3-H2-1,2,巡航,3250.9523306111973,3251.332452961621,3250.952330611197300000000000000000000000000000000000000000000000000000000000000000000000000000000000,3251.332452961621017029465343801176038024891760517039793397929456948606666128502185153660980511167425,0.8132185965082796948487067714870701716872975582828502918751818009596270057931624538087095791929420750,0.8141591952379926208684203090618587100537880158881843526442421860496380310850011130368874155828952303,direct,,open; exact instants in boundary supplement
interval,312,Q3-H2-1,2,巡航,3251.332452961621,3326.435938942651,3251.332452961621017029465343801176038024891760517039793397929456948606666128502185153660980511167425,3326.4359389426510,0.8141591952379926208684203090618587100537880158881843526442421860496380310850011130368874155828952303,1,relay,R-004,open; exact instants in boundary supplement
interval,313,Q3-H2-1,3,下降,3326.435938942651,3345.428668434838,3326.435938942651,3345.428668434838,0,1,relay,R-004,open; exact instants in boundary supplement
interval,314,Q3-H2-1,4,交接,3345.428668434838,3525.428668434838,3345.428668434838,3525.428668434838,0,1,relay,R-004,open; exact instants in boundary supplement
interval,315,Q3-H2-1,5,爬升,3525.428668434838,3541.255943011661,3525.428668434838,3541.255943011661,0,1,relay,R-004,open; exact instants in boundary supplement
interval,316,Q3-H2-1,6,巡航,3541.255943011661,3616.359428992691,3541.2559430116610,3616.359428992691001554615132399561875133077333297089201223268954232958069447279209882535910988721271,0,0.1858408047620073791315796909381412899462119841118156473557578139503619689149988869631125844171047697,relay,R-004,open; exact instants in boundary supplement
interval,317,Q3-H2-1,6,巡航,3616.359428992691,3616.7395513431147,3616.359428992691001554615132399561875133077333297089201223268954232958069447279209882535910988721271,3616.739551343114700000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.1858408047620073791315796909381412899462119841118156473557578139503619689149988869631125844171047697,0.1867814034917202589329241527470719121560860271236469756409785330525196129019649379790779733478677636,direct,,open; exact instants in boundary supplement
interval,318,Q3-H2-1,6,巡航,3616.7395513431147,3629.914552509803,3616.739551343114700000000000000000000000000000000000000000000000000000000000000000000000000000000000,3629.914552509803000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.1867814034917202589329241527470719121560860271236469756409785330525196129019649379790779733478677636,0.2193824577247578804701652817712370823323865228872164503545089777396031318739532851555955348922599605,direct,,open; exact instants in boundary supplement
interval,319,Q3-H2-1,6,巡航,3629.914552509803,3743.6195881843896,3629.914552509803000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3743.619588184389758297611856096285137715737251624087327765357616700139259478489299691692139639175422,0.2193824577247578804701652817712370823323865228872164503545089777396031318739532851555955348922599605,0.5007413728168661208270636413142750865314647539106896262568883119719993812813913505818314773396430861,direct,,open; exact instants in boundary supplement
interval,320,Q3-H2-1,6,巡航,3743.6195881843896,3748.6050645637006,3743.619588184389758297611856096285137715737251624087327765357616700139259478489299691692139639175422,3748.605064563700600000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.5007413728168661208270636413142750865314647539106896262568883119719993812813913505818314773396430861,0.5130777501547586207348721146918797387207330196554860045297381105943752023335653902450981801433646641,direct,,open; exact instants in boundary supplement
interval,321,Q3-H2-1,6,巡航,3748.6050645637006,3855.5064104857784,3748.605064563700600000000000000000000000000000000000000000000000000000000000000000000000000000000000,3855.506410485778400000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.5130777501547586207348721146918797387207330196554860045297381105943752023335653902450981801433646641,0.7776011860085708299469287963947232328070476908098416148725973895417911933119091716573724407822619383,direct,,open; exact instants in boundary supplement
interval,322,Q3-H2-1,6,巡航,3855.5064104857784,3945.3840142240597,3855.506410485778400000000000000000000000000000000000000000000000000000000000000000000000000000000000,3945.3840142240597,0.7776011860085708299469287963947232328070476908098416148725973895417911933119091716573724407822619383,1,direct,,open; exact instants in boundary supplement
interval,323,Q3-H2-1,7,下降,3945.3840142240597,4053.1665276517942,3945.3840142240597,4053.166527651794200000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0.9925389474208640392709786175915266348662139732129010537885823027647345431364188349718105069486606136,direct,,open; exact instants in boundary supplement
interval,324,Q3-H2-1,7,下降,4053.1665276517942,4053.9767437162473,4053.166527651794200000000000000000000000000000000000000000000000000000000000000000000000000000000000,4053.9767437162473,0.9925389474208640392709786175915266348662139732129010537885823027647345431364188349718105069486606136,1,direct,,open; exact instants in boundary supplement
interval,325,Q3-H1-1,1,爬升,3007.8161773452894,3008.491357399,3007.8161773452894,3008.491357399000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0.005271094348114268224962660369979802010688813288470866852144597138976001821456663930451670471844614225,direct,,open; exact instants in boundary supplement
interval,326,Q3-H1-1,1,爬升,3008.491357399,3024.3696017460747,3008.491357399000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3024.369601746074700000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.005271094348114268224962660369979802010688813288470866852144597138976001821456663930451670471844614225,0.1292316935629082788810010996008504385171551855740639545314705739054493392768680297330793350105822387,direct,,open; exact instants in boundary supplement
interval,327,Q3-H1-1,1,爬升,3024.3696017460747,3135.9072356948986,3024.369601746074700000000000000000000000000000000000000000000000000000000000000000000000000000000000,3135.9072356948986,0.1292316935629082788810010996008504385171551855740639545314705739054493392768680297330793350105822387,1,direct,,open; exact instants in boundary supplement
interval,328,Q3-H1-1,2,巡航,3135.9072356948986,3251.032198779859,3135.9072356948986,3251.032198779859000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0.3046495388356128040394638707947390561172965207530264357690405069398316160009450173225664040049242534,direct,,open; exact instants in boundary supplement
interval,329,Q3-H1-1,2,巡航,3251.032198779859,3453.420751085827,3251.032198779859000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3453.420751085827000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.3046495388356128040394638707947390561172965207530264357690405069398316160009450173225664040049242534,0.8402204304424846721449515175514162829429425333379975712399368187173104822176349380549605950819899163,direct,,open; exact instants in boundary supplement
interval,330,Q3-H1-1,2,巡航,3453.420751085827,3454.43106167101,3453.420751085827000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3454.431061671009974608740270230399810347884775703628869667527291307694616352185586223191348301752855,0.8402204304424846721449515175514162829429425333379975712399368187173104822176349380549605950819899163,0.8428939657523686517968023872462870937167534518442001290740749755608678399137615278318975180375867582,direct,,open; exact instants in boundary supplement
interval,331,Q3-H1-1,2,巡航,3454.43106167101,3463.817099146759,3454.431061671009974608740270230399810347884775703628869667527291307694616352185586223191348301752855,3463.817099146759000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.8428939657523686517968023872462870937167534518442001290740749755608678399137615278318975180375867582,0.8677317760053064928201604598261489536723462510880598653789204463216587773435976700638400792654089186,direct,,open; exact instants in boundary supplement
interval,332,Q3-H1-1,2,巡航,3463.817099146759,3464.198072078412,3463.817099146759000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3464.198072078412292136206072778246567016657828609792667133988434241798190690197646128975653391853304,0.8677317760053064928201604598261489536723462510880598653789204463216587773435976700638400792654089186,0.8687399259740615234780269097141715994016378742118552139776520374438518798562735834374529556388501338,direct,,open; exact instants in boundary supplement
interval,333,Q3-H1-1,2,巡航,3464.198072078412,3506.7919524799927,3464.198072078412292136206072778246567016657828609792667133988434241798190690197646128975653391853304,3506.791952479992700000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.8687399259740615234780269097141715994016378742118552139776520374438518798562735834374529556388501338,0.9814540209352428180101485803086626295274242677917815739330536214043893655960343104763241941980870032,relay,R-002,open; exact instants in boundary supplement
interval,334,Q3-H1-1,2,巡航,3506.7919524799927,3513.800350271649,3506.791952479992700000000000000000000000000000000000000000000000000000000000000000000000000000000000,3513.8003502716490,0.9814540209352428180101485803086626295274242677917815739330536214043893655960343104763241941980870032,1,relay,R-002,open; exact instants in boundary supplement
interval,335,Q3-H1-1,3,下降,3513.800350271649,3539.7674481605004,3513.8003502716490,3539.767448160500400000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0.3971155799888149305316370552432751915249553826150473760531464135337981514910218169400485062273799755,relay,R-002,open; exact instants in boundary supplement
interval,336,Q3-H1-1,3,下降,3539.7674481605004,3579.1896202911803,3539.767448160500400000000000000000000000000000000000000000000000000000000000000000000000000000000000,3579.1896202911803,0.3971155799888149305316370552432751915249553826150473760531464135337981514910218169400485062273799755,1,relay,R-002,open; exact instants in boundary supplement
interval,337,Q3-H1-1,4,交接,3579.1896202911803,3759.1896202911803,3579.1896202911803,3759.1896202911803,0,1,relay,R-002,open; exact instants in boundary supplement
interval,338,Q3-H1-1,5,爬升,3759.1896202911803,3792.04143040008,3759.1896202911803,3792.041430400080000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0.6028844200111812776794115507771483420221283725973702498721339814021075172076495958941364171935972259,relay,R-002,open; exact instants in boundary supplement
interval,339,Q3-H1-1,5,爬升,3792.04143040008,3813.6806786407897,3792.041430400080000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3813.6806786407897,0.6028844200111812776794115507771483420221283725973702498721339814021075172076495958941364171935972259,1,relay,R-002,open; exact instants in boundary supplement
interval,340,Q3-H1-1,6,巡航,3813.6806786407897,3820.689076432446,3813.6806786407897,3820.689076432446000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0.01854597906475718689758282557554895290961684140318210147555719160138479548146473711777285369614692502,relay,R-002,open; exact instants in boundary supplement
interval,341,Q3-H1-1,6,巡航,3820.689076432446,3855.5064104857784,3820.689076432446000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3855.506410485778400000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.01854597906475718689758282557554895290961684140318210147555719160138479548146473711777285369614692502,0.1106813811408936660925111109937938402894425445257304307800157912602150733710738597070893969551884403,relay,R-002,open; exact instants in boundary supplement
interval,342,Q3-H1-1,6,巡航,3855.5064104857784,3863.282956834026,3855.506410485778400000000000000000000000000000000000000000000000000000000000000000000000000000000000,3863.282956834026394737786524627905780786033142807367273029798986943723207075006098256212332235505040,0.1106813811408936660925111109937938402894425445257304307800157912602150733710738597070893969551884403,0.1312600740259384765219730902858284005983621257881447860223479625561481201437264165625470443611498662,relay,R-002,open; exact instants in boundary supplement
interval,343,Q3-H1-1,6,巡航,3863.282956834026,3863.6639297656798,3863.282956834026394737786524627905780786033142807367273029798986943723207075006098256212332235505040,3863.663929765679800000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.1312600740259384765219730902858284005983621257881447860223479625561481201437264165625470443611498662,0.1322682239946938068064218511170175899042838073980552680778126185160948683681405473829682666689418355,direct,,open; exact instants in boundary supplement
interval,344,Q3-H1-1,6,巡航,3863.6639297656798,3873.049967241429,3863.663929765679800000000000000000000000000000000000000000000000000000000000000000000000000000000000,3873.049967241428709680656305006465369332353948925080502007817893112318291055311969863592643074399928,0.1322682239946938068064218511170175899042838073980552680778126185160948683681405473829682666689418355,0.1571060342476313482031976127537129062832465481557998709259250244391321600862384721681024819624132418,direct,,open; exact instants in boundary supplement
interval,345,Q3-H1-1,6,巡航,3873.049967241429,3874.0602778266116,3873.049967241428709680656305006465369332353948925080502007817893112318291055311969863592643074399928,3874.060277826611600000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.1571060342476313482031976127537129062832465481557998709259250244391321600862384721681024819624132418,0.1597795695575151055116402455579802782073483539311816480087668524080312171118637348903040803831547313,direct,,open; exact instants in boundary supplement
interval,346,Q3-H1-1,6,巡航,3874.0602778266116,4076.44883013258,3874.060277826611600000000000000000000000000000000000000000000000000000000000000000000000000000000000,4076.448830132580000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.1597795695575151055116402455579802782073483539311816480087668524080312171118637348903040803831547313,0.6953504611643881738429898233594260902052425190428299669130570707724096303985351634238980203664621144,direct,,open; exact instants in boundary supplement
interval,347,Q3-H1-1,6,巡航,4076.44883013258,4191.57379321754,4076.448830132580000000000000000000000000000000000000000000000000000000000000000000000000000000000000,4191.5737932175400,0.6953504611643881738429898233594260902052425190428299669130570707724096303985351634238980203664621144,1,direct,,open; exact instants in boundary supplement
interval,348,Q3-H1-1,7,下降,4191.57379321754,4344.4728471726185,4191.5737932175400,4344.472847172618500000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0.9947289056518839259288670689849762011238485312418018276454682765934841558724100648554119268036112718,direct,,open; exact instants in boundary supplement
interval,349,Q3-H1-1,7,下降,4344.4728471726185,4345.2830632370715,4344.472847172618500000000000000000000000000000000000000000000000000000000000000000000000000000000000,4345.2830632370715,0.9947289056518839259288670689849762011238485312418018276454682765934841558724100648554119268036112718,1,direct,,open; exact instants in boundary supplement
interval,350,Q3-023,1,爬升,3853.8737758068,3854.548955860511,3853.873775806800,3854.548955860511000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0.01208111030836935121815109663950418057984132767944318624590365960105284088983858703201585275732783048,direct,,open; exact instants in boundary supplement
interval,351,Q3-023,1,爬升,3854.548955860511,3855.5064104857784,3854.548955860511000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3855.506410485778400000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.01208111030836935121815109663950418057984132767944318624590365960105284088983858703201585275732783048,0.02921300702175333186917620282576467448394140581676015399365729491609894644723842813765964232892354019,direct,,open; exact instants in boundary supplement
interval,352,Q3-023,1,爬升,3855.5064104857784,3870.4272002075854,3855.506410485778400000000000000000000000000000000000000000000000000000000000000000000000000000000000,3870.427200207585400000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.02921300702175333186917620282576467448394140581676015399365729491609894644723842813765964232892354019,0.2961932081197722761068406239393134062154622529192282499947453744173795002724730305064946872546089805,direct,,open; exact instants in boundary supplement
interval,353,Q3-023,1,爬升,3870.4272002075854,3909.761027597164,3870.427200207585400000000000000000000000000000000000000000000000000000000000000000000000000000000000,3909.761027597164,0.2961932081197722761068406239393134062154622529192282499947453744173795002724730305064946872546089805,1,direct,,open; exact instants in boundary supplement
interval,354,Q3-023,2,巡航,3909.761027597164,4096.968121755289,3909.761027597164,4096.968121755289,0,1,direct,,open; exact instants in boundary supplement
interval,355,Q3-023,3,下降,4096.968121755289,4126.853667448219,4096.968121755289,4126.853667448219000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0.8973371255425726101929135850185504191150376135424109712377892665839278380596680763556163856383212966,direct,,open; exact instants in boundary supplement
interval,356,Q3-023,3,下降,4126.853667448219,4130.272823903726,4126.853667448219000000000000000000000000000000000000000000000000000000000000000000000000000000000000,4130.272823903726,0.8973371255425726101929135850185504191150376135424109712377892665839278380596680763556163856383212966,1,direct,,open; exact instants in boundary supplement
interval,357,Q3-023,4,交接,4130.272823903726,4370.272823903726,4130.272823903726,4370.272823903726,0,1,direct,,open; exact instants in boundary supplement
interval,358,Q3-023,5,爬升,4370.272823903726,4373.122120949981,4370.272823903726,4373.122120949981000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0.1026628744573967475100815347483525062092388445726964252793418233114736142887610530517978457197927432,direct,,open; exact instants in boundary supplement
interval,359,Q3-023,5,爬升,4373.122120949981,4398.026742360757,4373.122120949981000000000000000000000000000000000000000000000000000000000000000000000000000000000000,4398.026742360757,0.1026628744573967475100815347483525062092388445726964252793418233114736142887610530517978457197927432,1,direct,,open; exact instants in boundary supplement
interval,360,Q3-023,6,巡航,4398.026742360757,4585.2338365188825,4398.0267423607570,4585.2338365188825,0,1,direct,,open; exact instants in boundary supplement
interval,361,Q3-023,7,下降,4585.2338365188825,4651.488322602867,4585.2338365188825,4651.488322602867000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0.9879188896916337570753406789778789737143853981379193702210529986819660438981099976985553028569439887,direct,,open; exact instants in boundary supplement
interval,362,Q3-023,7,下降,4651.488322602867,4652.29853866732,4651.488322602867000000000000000000000000000000000000000000000000000000000000000000000000000000000000,4652.2985386673200,0.9879188896916337570753406789778789737143853981379193702210529986819660438981099976985553028569439887,1,direct,,open; exact instants in boundary supplement
interval,363,Q3-016,1,爬升,4148.017211886578,4148.827427951031,4148.017211886578,4148.827427951031000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0.004666023617300448444563703787917907873793825707969885911821321363985579095038429626750429890513556220,direct,,open; exact instants in boundary supplement
interval,364,Q3-016,1,爬升,4148.827427951031,4321.658867160015,4148.827427951031000000000000000000000000000000000000000000000000000000000000000000000000000000000000,4321.658867160015,0.004666023617300448444563703787917907873793825707969885911821321363985579095038429626750429890513556220,1,direct,,open; exact instants in boundary supplement
interval,365,Q3-016,2,巡航,4321.658867160015,4413.385402847041,4321.658867160015,4413.385402847041000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0.1894177878150311588501465241731602458303450445213097704285317393406420331611168238777478274034825077,direct,,open; exact instants in boundary supplement
